"Text";"Freq";"Codi";"Descr_codi";"Codi_3";"Descr_codi_3";"Gran_grup_classif";"Descr_gran_grup_clasif";"Gran_grup_CCS";"Desc_gran_grup_CCS"
"DISCOPATIA L4-L5";1;"";"";"";"";"";"";"";""
"DISCOPATIA VERTEBRES";1;"";"";"";"";"";"";"";""
"DISFUNCION ARECTIL";1;"";"";"";"";"";"";"";""
"DISFUNCION ERECTIL LEVE";1;"";"";"";"";"";"";"";""
"DISFUNCIO RENAL";1;"";"";"";"";"";"";"";""
"DISLIPEMIA";1;"";"";"";"";"";"";"";""
"DISMINUCIO PSIQUICA";1;"";"";"";"";"";"";"";""
"RONYO";2;"";"";"";"";"";"";"";""
"DISPLASIA";1;"";"";"";"";"";"";"";""
"DISPLASIA CERVICAL";1;"";"";"";"";"";"";"";""
"DISPLASIA EN ECTOPIA CERVICAL METAPLASICA";1;"";"";"";"";"";"";"";""
"DISPLASIA LLEU COLL UTER";1;"";"";"";"";"";"";"";""
"DISPLASIA SEVERA CUELLO UTERO";1;"";"";"";"";"";"";"";""
"DISTONIA";1;"";"";"";"";"";"";"";""
"HIPERACTIVIDAD";1;"";"";"";"";"";"";"";""
"HIPERACTIVIDAD BRONQUIAL";1;"";"";"";"";"";"";"";""
"HIPERCALCIURIA, HIPERFOSFATURIA";1;"";"";"";"";"";"";"";""
"DIVERTICULOS";1;"";"";"";"";"";"";"";""
"DIVERTICULO TRAQUEA";1;"";"";"";"";"";"";"";""
"ANTICOPTCEPTIUS";1;"";"";"";"";"";"";"";""
"TENSIO OCULAR";2;"";"";"";"";"";"";"";""
"ANTIDEPRESIUS";1;"";"";"";"";"";"";"";""
"DOLOR ABDOMINAL";1;"";"";"";"";"";"";"";""
"DOLOR A LES MANS";1;"";"";"";"";"";"";"";""
"DOLOR AL MALUC";1;"";"";"";"";"";"";"";""
"DOLOR ALS GENOLLS";1;"";"";"";"";"";"";"";""
"DOLOR ANAL";1;"";"";"";"";"";"";"";""
"DOLOR ARTICULAR I EDEMA DE REINKE";1;"";"";"";"";"";"";"";""
"DOLOR      ARTROSIS";1;"";"";"";"";"";"";"";""
"DOLOR ARTROSIS";1;"";"";"";"";"";"";"";""
"DOLOR CABEZA-MALESTAR GENERAL";1;"";"";"";"";"";"";"";""
"DOLOR CABEZA O CERVICALES";1;"";"";"";"";"";"";"";""
"DOLOR CABEZA Y PIES";1;"";"";"";"";"";"";"";""
"DOLOR CADERA";1;"";"";"";"";"";"";"";""
"DOLOR CERVICAL I ESQUENA.";1;"";"";"";"";"";"";"";""
"DOLOR CERVICAL I LUMBAR";1;"";"";"";"";"";"";"";""
"DOLOR CERVICAL I MUSCULAR";1;"";"";"";"";"";"";"";""
"HIPERSENSIBILIDAD DE LA PIEL";1;"";"";"";"";"";"";"";""
"HIPERSENSIBILITAT BRONQUIAL";1;"";"";"";"";"";"";"";""
"HIPERSOMNIA IDIOPATICA";1;"";"";"";"";"";"";"";""
"HIPERTENSIO A L'ESFORC";1;"";"";"";"";"";"";"";""
"HIPERTIRODISME I HIPOTIROIDISME";1;"";"";"";"";"";"";"";""
"DOLOR DE CABEZA ESPORADICO";1;"";"";"";"";"";"";"";""
"ACNE";2;"";"";"";"";"";"";"";""
"HIPERTIROIDISME/HIPOTIROIDISME";1;"";"";"";"";"";"";"";""
"HIPERTIROIDISMOS";1;"";"";"";"";"";"";"";""
"DOLOR DE CABEZA Y CERVICALES";1;"";"";"";"";"";"";"";""
"DOLOR DE CABEZA Y LUMBARES";1;"";"";"";"";"";"";"";""
"HIPERTIROIDISMO SUBCLINICO/NODULOS/BOCIO";1;"";"";"";"";"";"";"";""
"HIPERTRIGLICEMIA";1;"";"";"";"";"";"";"";""
"HIPERTROFIA PROSTATICA";1;"";"";"";"";"";"";"";""
"HIPERTROIDISME";1;"";"";"";"";"";"";"";""
"HIPO";1;"";"";"";"";"";"";"";""
"HIPOACUSIA";1;"";"";"";"";"";"";"";""
"HIPOACUSIA BILATERAL SEVERA";1;"";"";"";"";"";"";"";""
"HIPOACUSIA NEUROSENSORIAL";1;"";"";"";"";"";"";"";""
"HIPOACUSIA SEVERA";1;"";"";"";"";"";"";"";""
"DOLOR DE RODILLAS";1;"";"";"";"";"";"";"";""
"HIPOTENSIO";1;"";"";"";"";"";"";"";""
"HIPOTENSION ARTERIAL";1;"";"";"";"";"";"";"";""
"HIPOTERIODISME";1;"";"";"";"";"";"";"";""
"HIPOTIRIODISMES";1;"";"";"";"";"";"";"";""
"DOLORES ARTICULARES";1;"";"";"";"";"";"";"";""
"ARTOSIS (DESGASTE CARTILAGO RODILLAS)";1;"";"";"";"";"";"";"";""
"ARTRITIS REUMATOIDE";1;"";"";"";"";"";"";"";""
"ARTRODESIS LUMBAR";1;"";"";"";"";"";"";"";""
"HIPOTIROIDEA";1;"";"";"";"";"";"";"";""
"DOLORES GENERALES";1;"";"";"";"";"";"";"";""
"DOLORES LUMBARES";1;"";"";"";"";"";"";"";""
"DOLORES MESTRUALES ENDOMETRIOSIS";1;"";"";"";"";"";"";"";""
"DOLORES  MUSCULARES";1;"";"";"";"";"";"";"";""
"DOLORES MUSCULARES OCASIONALES";1;"";"";"";"";"";"";"";""
"ARTROSIS,CERVICALGIA";1;"";"";"";"";"";"";"";""
"ARTROSIS CERVICAL Y HERNIA DISCAL";1;"";"";"";"";"";"";"";""
"ARTROSIS COLUMNA";1;"";"";"";"";"";"";"";""
"ARTROSIS COLUMNA / PINZAMIENTOS ESPALDA";1;"";"";"";"";"";"";"";""
"ARTROSIS DE RODILLA";1;"";"";"";"";"";"";"";""
"ARTROSIS EROSIVA";1;"";"";"";"";"";"";"";""
"ARTROSIS GENOLL";1;"";"";"";"";"";"";"";""
"ARTROSIS GENOLL DRET";1;"";"";"";"";"";"";"";""
"DOLOR GASTRICO";1;"";"";"";"";"";"";"";""
"DOLOR GENERAL";1;"";"";"";"";"";"";"";""
"ARTROSIS LUNBAR CEVICAR";1;"";"";"";"";"";"";"";""
"ARTROSIS ROTULIANA";1;"";"";"";"";"";"";"";""
"ARTROSIS Y DOLORS ARTICULARS";1;"";"";"";"";"";"";"";""
"ASPIRINA";1;"";"";"";"";"";"";"";""
"DOLOR I FATIGA";1;"";"";"";"";"";"";"";""
"DOLOR LEVE";1;"";"";"";"";"";"";"";""
"ATEROMA 15%";1;"";"";"";"";"";"";"";""
"ACIDEZ D'ESTOMAC";1;"";"";"";"";"";"";"";""
"AUMENT DE HEMATIES";1;"";"";"";"";"";"";"";""
"ACIDO FOLICO";1;"";"";"";"";"";"";"";""
"AYUDA DEPRESION";1;"";"";"";"";"";"";"";""
"BAIXA DE FERRO DURANT LA MESTRUACIO";1;"";"";"";"";"";"";"";""
"BAIXA EN FERRO";1;"";"";"";"";"";"";"";""
"BAIX NIVEL DE FERRO";1;"";"";"";"";"";"";"";""
"BAIX NIVELL";1;"";"";"";"";"";"";"";""
"BAIX NIVELL DE CALC";1;"";"";"";"";"";"";"";""
"BAJA DE MORAL";1;"";"";"";"";"";"";"";""
"BAJA VITAMINA D";1;"";"";"";"";"";"";"";""
"BARICOCELE";1;"";"";"";"";"";"";"";""
"BARRETT";1;"";"";"";"";"";"";"";""
"BARRO BILIAR";1;"";"";"";"";"";"";"";""
"BECET";1;"";"";"";"";"";"";"";""
"BEN ESTAR GENERAL";1;"";"";"";"";"";"";"";""
"BERTEBRES LUMBARS";1;"";"";"";"";"";"";"";""
"BETA-BLOQUEJANT";1;"";"";"";"";"";"";"";""
"BIEN ESTAR";1;"";"";"";"";"";"";"";""
"BILIRRUBINA ALTA";1;"";"";"";"";"";"";"";""
"DOLR ARTICULAR";1;"";"";"";"";"";"";"";""
"DOMIR I MAL DE CAP";1;"";"";"";"";"";"";"";""
"DORMIR, DESCANSAR";1;"";"";"";"";"";"";"";""
"DORMIR Y CONTRACTURA";1;"";"";"";"";"";"";"";""
"DORMO MALAMENT";1;"";"";"";"";"";"";"";""
"DREPRESSIO";1;"";"";"";"";"";"";"";""
"ECZEMES";1;"";"";"";"";"";"";"";""
"EDEMA DE REIKEN";1;"";"";"";"";"";"";"";""
"EJACULACIO PRECOC";1;"";"";"";"";"";"";"";""
"INFLAMACIO D'ESOFAG";1;"";"";"";"";"";"";"";""
"EM CALMA L'ANSIETAT";1;"";"";"";"";"";"";"";""
"EMORRAGIA MENSTRUACIO";1;"";"";"";"";"";"";"";""
"EN CAS DE MALALTIES O INDISPOSICIONS LLEUS";1;"";"";"";"";"";"";"";""
"ENCEFALITIS (PERDUA DE MEMORIA)";1;"";"";"";"";"";"";"";""
"ENCOSTIPATS O DOLORS MENSTRUALS";1;"";"";"";"";"";"";"";""
"ENDOMETRI";1;"";"";"";"";"";"";"";""
"AMIGALITIES (OPERADA)";1;"";"";"";"";"";"";"";""
"AMNEA";1;"";"";"";"";"";"";"";""
"AMNESIA TRANSITORIA";1;"";"";"";"";"";"";"";""
"CABELL";1;"";"";"";"";"";"";"";""
"ENFISEMA";1;"";"";"";"";"";"";"";""
"ANELL ESOFAGIC";1;"";"";"";"";"";"";"";""
"ANEMIA FERROPENICA LLEU";1;"";"";"";"";"";"";"";""
"ANEMIA LLEU";1;"";"";"";"";"";"";"";""
"ANEURISMA CELEBRAL";1;"";"";"";"";"";"";"";""
"ANEURISME DEL TIA+IM MODERADA+CARDIOPATIA CONGENITA";1;"";"";"";"";"";"";"";""
"ANGINAS";1;"";"";"";"";"";"";"";""
"ANGIOEDEMA";1;"";"";"";"";"";"";"";""
"ANGOIXA - DEPRESSIO";1;"";"";"";"";"";"";"";""
"ANIMARME";1;"";"";"";"";"";"";"";""
"DEFICIT VITAMINA \\\\"" D\\";1;"";"";"";"";"";"";"";""
"\\\\""PORQUE SE DUERMEN\\";1;"";"";"";"";"";"";"";""
"ANSIEDAD BULIMIA";1;"";"";"";"";"";"";"";""
"ANSIEDAD DE COMER";1;"";"";"";"";"";"";"";""
"ANSIEDAD, DEPRESION";1;"";"";"";"";"";"";"";""
"ANSIEDAD/DEPRESION";1;"";"";"";"";"";"";"";""
"DIARREA";1;"";"";"";"";"";"";"";""
"DIAZEPAN";1;"";"";"";"";"";"";"";""
"ANSIEDAD / FOBIA A CONDUCIR";1;"";"";"";"";"";"";"";""
"ANSIEDAD LABORAL";1;"";"";"";"";"";"";"";""
"ANSIEDAD MIENTRAS DUERMO";1;"";"";"";"";"";"";"";""
"ANSIEDAD, NO DORMIR";1;"";"";"";"";"";"";"";""
"ANSIEDAD Y RABIA";1;"";"";"";"";"";"";"";""
"ANSIETAT,";1;"";"";"";"";"";"";"";""
"ANSIETAT ALIMENTARIA";1;"";"";"";"";"";"";"";""
"ANSIETAT/ANGUSTIA";1;"";"";"";"";"";"";"";""
"ANSIETAT-DEPRESSIO";1;"";"";"";"";"";"";"";""
"ANSIETAT/DEPRESSIO MENOR";1;"";"";"";"";"";"";"";""
"ANSIETAT I ANGOIXA";1;"";"";"";"";"";"";"";""
"ANSIETAT I DEPRESSIO";1;"";"";"";"";"";"";"";""
"ANSIETAT I DESPRESSIO";1;"";"";"";"";"";"";"";""
"ANSIETAT / NEGUIT";1;"";"";"";"";"";"";"";""
"ANSIETAT/NERVIS";1;"";"";"";"";"";"";"";""
"ANSIOLITIC I ANTIDEPRESSIU";1;"";"";"";"";"";"";"";""
"ANSIOLITIC I ANTIDEPRESSIU LLEU";1;"";"";"";"";"";"";"";""
"ANSIOLITICOS";1;"";"";"";"";"";"";"";""
"ANSIOLITIC, PER DORMIR MILLOR";1;"";"";"";"";"";"";"";""
"ANSIOLITICS";1;"";"";"";"";"";"";"";""
"ANSIOSA";1;"";"";"";"";"";"";"";""
"ANTALGIN";1;"";"";"";"";"";"";"";""
"ANTIAGREGANTE";1;"";"";"";"";"";"";"";""
"ANTIAGREGANTES";1;"";"";"";"";"";"";"";""
"ANTIBIOTIC";1;"";"";"";"";"";"";"";""
"ANTICARDIOLIPINA";1;"";"";"";"";"";"";"";""
"ANTICOAGULANT";1;"";"";"";"";"";"";"";""
"ANTICONCEPCIO";1;"";"";"";"";"";"";"";""
"ANTICONCEPTIU HORMONAL";1;"";"";"";"";"";"";"";""
"ANTICONCEPTIVA";1;"";"";"";"";"";"";"";""
"DIVERTICULIS";1;"";"";"";"";"";"";"";""
"ESTEATOSI D'ORIGEN NO ALCOHOLIC";1;"";"";"";"";"";"";"";""
"CELIAQUIA , COLITIS CRONICA";1;"";"";"";"";"";"";"";""
"CERT MALESTAR D'ESTOMAC";1;"";"";"";"";"";"";"";""
"CERVICALES, CONTRACTURAS";1;"";"";"";"";"";"";"";""
"CIA";1;"";"";"";"";"";"";"";""
"CIATALGIA";1;"";"";"";"";"";"";"";""
"ESTOMAGO, HERNIA DE HIATO";1;"";"";"";"";"";"";"";""
"CIATICA Y LUMBALGIA";1;"";"";"";"";"";"";"";""
"CIFOPLASTIA";1;"";"";"";"";"";"";"";""
"CIRCULA";1;"";"";"";"";"";"";"";""
"CIRCULACIN SANGUINEAPLETAL";1;"";"";"";"";"";"";"";""
"CIRCULACION LENTA DE LAS ARTERIAS";1;"";"";"";"";"";"";"";""
"CIRCULACION SANGRE";1;"";"";"";"";"";"";"";""
"CIRCULACIO SANGUINEA";1;"";"";"";"";"";"";"";""
"CIRROSI BILIAR PRIMARIA";1;"";"";"";"";"";"";"";""
"ESTRES I RETENCIO DE LIQUIDS";1;"";"";"";"";"";"";"";""
"ANTIOXIDANTE";1;"";"";"";"";"";"";"";""
"ANTITREMOLORS";1;"";"";"";"";"";"";"";""
"DOLOR CERVICALS";1;"";"";"";"";"";"";"";""
"DOLOR CRONIC";1;"";"";"";"";"";"";"";""
"DOLOR CRONICO";1;"";"";"";"";"";"";"";""
"DOLORDE CABEZA";1;"";"";"";"";"";"";"";""
"DOLOR DE CABEZA, ARTICULACIONES";1;"";"";"";"";"";"";"";""
"APNEAS RESPIRATORIA";1;"";"";"";"";"";"";"";""
"DOLOR DE CABEZA O MUSCULAR";1;"";"";"";"";"";"";"";""
"DOLOR DE CABEZA O MUSCULATURA";1;"";"";"";"";"";"";"";""
"DOLOR DE CABEZA O RODILLA";1;"";"";"";"";"";"";"";""
"AQNGOIXA";1;"";"";"";"";"";"";"";""
"ARDOR D'ESTOMAC";1;"";"";"";"";"";"";"";""
"ARDORES DE ESTOMAGO";1;"";"";"";"";"";"";"";""
"ARDORES EN EL ESOFAGO";1;"";"";"";"";"";"";"";""
"ARITMIAS";1;"";"";"";"";"";"";"";""
"ARNEA DEL SUENO";1;"";"";"";"";"";"";"";""
"ARRITMIA CONGENITA";1;"";"";"";"";"";"";"";""
"ARRITMIA CORAZON";1;"";"";"";"";"";"";"";""
"ALERGIA CUTANEA";1;"";"";"";"";"";"";"";""
"ALERGIA PELO CONEJO";1;"";"";"";"";"";"";"";""
"ALERGIA POLEN";1;"";"";"";"";"";"";"";""
"ALERGIAS";1;"";"";"";"";"";"";"";""
"ALGUN MENJAR PESAT";1;"";"";"";"";"";"";"";""
"AL·LEGIA";1;"";"";"";"";"";"";"";""
"AL-LERGIA";1;"";"";"";"";"";"";"";""
"AL.LERGIA AL POLEN";1;"";"";"";"";"";"";"";""
"AL·LOPECIA";1;"";"";"";"";"";"";"";""
"ALMORRANAS";1;"";"";"";"";"";"";"";""
"ALOPECIA AREATA UNIVERSAL";1;"";"";"";"";"";"";"";""
"ALOPESIA";1;"";"";"";"";"";"";"";""
"ALPARA ARTRADESIS CERVICO";1;"";"";"";"";"";"";"";""
"ALTERACIO DE LA SON";1;"";"";"";"";"";"";"";""
"ALTERACIO DE REPOLARITZACIO CARDIACA NO VALORADA COM A PATOLOGICA (ARRITMIES).";1;"";"";"";"";"";"";"";""
"ALZHEIMER";1;"";"";"";"";"";"";"";""
"COLOESTEROL";1;"";"";"";"";"";"";"";""
"COLOM DESCOLGADO";1;"";"";"";"";"";"";"";""
"COLOM IRRITABLE";1;"";"";"";"";"";"";"";""
"FARINGITIS CRONICA";1;"";"";"";"";"";"";"";""
"COLPITIS ATOPICA";1;"";"";"";"";"";"";"";""
"COMPLEMENT";1;"";"";"";"";"";"";"";""
"COMPLEMENTAR ARTILOG";1;"";"";"";"";"";"";"";""
"COMPLEMENTO VITAMINAS";1;"";"";"";"";"";"";"";""
"COMPLEMENTO VITAMINICO";1;"";"";"";"";"";"";"";""
"COMPLEMENTS";1;"";"";"";"";"";"";"";""
"COMPLEMENT VITAMINIC FERRO";1;"";"";"";"";"";"";"";""
"COMPRESSIO LUMBAR";1;"";"";"";"";"";"";"";""
"CONCILIACIO DEL SON";1;"";"";"";"";"";"";"";""
"CONDICIO DEPRESIVA DE TIPUS HEREDITARI";1;"";"";"";"";"";"";"";""
"CONDILOMA CUELLO UTERO";1;"";"";"";"";"";"";"";""
"CONDILOMAS";1;"";"";"";"";"";"";"";""
"CONDRIOPATIA";1;"";"";"";"";"";"";"";""
"CONDROCALCINOSI";1;"";"";"";"";"";"";"";""
"CONDROPATIA";1;"";"";"";"";"";"";"";""
"CONDROPATIA FEMOROPATELAR BILATERAL GRAU IV";1;"";"";"";"";"";"";"";""
"CONDROPATIA GENOLL";1;"";"";"";"";"";"";"";""
"CONDROPROTECTOR";1;"";"";"";"";"";"";"";""
"CONGESTION DEL OIDO";1;"";"";"";"";"";"";"";""
"CONIZACION DEL UTERO";1;"";"";"";"";"";"";"";""
"CONJUNTIBITIS ALERGICA";1;"";"";"";"";"";"";"";""
"CONSTRENYIMENT";1;"";"";"";"";"";"";"";""
"CONTENCION URINARIA";1;"";"";"";"";"";"";"";""
"CONTRACTURA ESPALDA";1;"";"";"";"";"";"";"";""
"CONTRACTURAS CERVICALES";1;"";"";"";"";"";"";"";""
"CONTRACTURA Y DORMIR";1;"";"";"";"";"";"";"";""
"CONTRACTURES FACILS";1;"";"";"";"";"";"";"";""
"CONTRACTURES MANDIBULARS";1;"";"";"";"";"";"";"";""
"CONTRARRESTAR CORTISONA";1;"";"";"";"";"";"";"";""
"CONTROL";1;"";"";"";"";"";"";"";""
"CONTROL PESO";1;"";"";"";"";"";"";"";""
"CONTROL PRESSIO OCULAR";1;"";"";"";"";"";"";"";""
"CORAZON MAS GRUESO DE LO HABITUAL";1;"";"";"";"";"";"";"";""
"CORDES VOCALS";1;"";"";"";"";"";"";"";""
"COR DISPARAT";1;"";"";"";"";"";"";"";""
"CORESTEROL";1;"";"";"";"";"";"";"";""
"COROIDITIS SERPEGINOSA- TUBERCULOSIS OCULAR";1;"";"";"";"";"";"";"";""
"CREMOR DIGESTIU";1;"";"";"";"";"";"";"";""
"CREMOR ESTOMAG";1;"";"";"";"";"";"";"";""
"CRISIS COMICIALS D'ABSENCIA";1;"";"";"";"";"";"";"";""
"CRISIS D'ANSIETAT";1;"";"";"";"";"";"";"";""
"CRONIC";1;"";"";"";"";"";"";"";""
"CUESTION HORMONAL";1;"";"";"";"";"";"";"";""
"CURATIVO";1;"";"";"";"";"";"";"";""
"DDEGENERACOO MACULAR";1;"";"";"";"";"";"";"";""
"DECAIMENT";1;"";"";"";"";"";"";"";""
"DECAIMENT EMOCIONAL";1;"";"";"";"";"";"";"";""
"DEFICIENCIA MITRAL LEVE";1;"";"";"";"";"";"";"";""
"DEFICIENCIA PANCREATICA EXOCRINA";1;"";"";"";"";"";"";"";""
"DEFICIT ABSORCIO";1;"";"";"";"";"";"";"";""
"ACIDOM URICO";1;"";"";"";"";"";"";"";""
"DEFICIT CALCI";1;"";"";"";"";"";"";"";""
"DEFICIT COGNITIVO LEVE. ATROFIA DE HIPOCAMPO";1;"";"";"";"";"";"";"";""
"ACID URIC ELEVAT";1;"";"";"";"";"";"";"";""
"DEFICIT DE FERRO";1;"";"";"";"";"";"";"";""
"DEFICIT DE VIT D";1;"";"";"";"";"";"";"";""
"DEFICIT FERRO";1;"";"";"";"";"";"";"";""
"DEFICIT PROTEINA C EN SANG";1;"";"";"";"";"";"";"";""
"DEFICIT VITAMINA";1;"";"";"";"";"";"";"";""
"DEFICIT VITAMINA B12";1;"";"";"";"";"";"";"";""
"DEFICIT  VITAMINA D";1;"";"";"";"";"";"";"";""
"AFTAS BUCALES RECIDIVANTES";1;"";"";"";"";"";"";"";""
"DEGENERACIO MACULAR";1;"";"";"";"";"";"";"";""
"DEGENERACION MACULAR EXUDATIVA OJO IZ.";1;"";"";"";"";"";"";"";""
"GASTRORESISTENTES";1;"";"";"";"";"";"";"";""
"GAUCOMA";1;"";"";"";"";"";"";"";""
"GENERAL";1;"";"";"";"";"";"";"";""
"GENOLLS";1;"";"";"";"";"";"";"";""
"GILBERT";1;"";"";"";"";"";"";"";""
"GINECOLOGICA";1;"";"";"";"";"";"";"";""
"GLAUCOMA BILATERAL";1;"";"";"";"";"";"";"";""
"GLOMERULONEFRITIS/ TRASPALANTE RENAL";1;"";"";"";"";"";"";"";""
"DEPRESION LABORAL";1;"";"";"";"";"";"";"";""
"GLUCOSA";1;"";"";"";"";"";"";"";""
"GLUCOSA ALTA";1;"";"";"";"";"";"";"";""
"DEPRESSIO, ANSIETAT";1;"";"";"";"";"";"";"";""
"GOLL MULTINODULAR";1;"";"";"";"";"";"";"";""
"GONARTROSI";1;"";"";"";"";"";"";"";""
"DEPRESSIO LLEU/STRESS";1;"";"";"";"";"";"";"";""
"GOTES NAS";1;"";"";"";"";"";"";"";""
"GRAVES BASSEDOF HIPERTIROIDISMO";1;"";"";"";"";"";"";"";""
"GREIXOS";1;"";"";"";"";"";"";"";""
"GRIP";1;"";"";"";"";"";"";"";""
"OBSESSIO DELIRANT";1;"";"";"";"";"";"";"";""
"GUILLEM BARRE";1;"";"";"";"";"";"";"";""
"HASHIMOTO";1;"";"";"";"";"";"";"";""
"OIDA (SORDERA)";1;"";"";"";"";"";"";"";""
"HEMANGIOMA CAVERNOS AL FETGE";1;"";"";"";"";"";"";"";""
"HEMANGIOMA HEPATIC";1;"";"";"";"";"";"";"";""
"ANALGESIC";1;"";"";"";"";"";"";"";""
"HEMITIROIDECTOMIA";1;"";"";"";"";"";"";"";""
"OPERACIO";1;"";"";"";"";"";"";"";""
"HEMOSIDEREMIA";1;"";"";"";"";"";"";"";""
"HEMPRROIDE";1;"";"";"";"";"";"";"";""
"HENIA DE HIATO";1;"";"";"";"";"";"";"";""
"HEPATITIS AGUDA";1;"";"";"";"";"";"";"";""
"HEPATITIS A, HERPES ULL";1;"";"";"";"";"";"";"";""
"DESGAST DEL CARTILEG";1;"";"";"";"";"";"";"";""
"HEPATITIS INFANTIL";1;"";"";"";"";"";"";"";""
"HEPATITIS NO CRONICA";1;"";"";"";"";"";"";"";""
"HERNIA CERVICALES Y ESPALDA";1;"";"";"";"";"";"";"";""
"HERNIA DE DISCO";1;"";"";"";"";"";"";"";""
"DESGASTE RODILLAS";1;"";"";"";"";"";"";"";""
"HERNIA DE HIAT - LARINGITIS PER REFLUXE";1;"";"";"";"";"";"";"";""
"HERNIA DE HIATO.";1;"";"";"";"";"";"";"";""
"DESPRENDIMENT DE VITRI";1;"";"";"";"";"";"";"";""
"HERNIA DE HIATO DESLIZANTE Y HELICOBACTER PILORY";1;"";"";"";"";"";"";"";""
"HERNIA DE HIATO Y ULCERAS ESTOMAGO Y POLIPOS EN LA GARGANTA";1;"";"";"";"";"";"";"";""
"HERNIA DE L'HIATO";1;"";"";"";"";"";"";"";""
"DESPRESION";1;"";"";"";"";"";"";"";""
"HERNIA D'HIAT";1;"";"";"";"";"";"";"";""
"HERNIA D´HIATUS";1;"";"";"";"";"";"";"";""
"HERNIA D'HIATUS I REFLUXE";1;"";"";"";"";"";"";"";""
"PALDA CIATICA";1;"";"";"";"";"";"";"";""
"PAMCREAS";1;"";"";"";"";"";"";"";""
"HERNIA DISCAL C5-C6";1;"";"";"";"";"";"";"";""
"HERNIA DISCAL CERVICAL, ESCOLIOSIS Y PROTUSION LUMBAR";1;"";"";"";"";"";"";"";""
"HERNIA DISCAL DORSAL";1;"";"";"";"";"";"";"";""
"HERNIA DISCAL, ESPONDILITIS";1;"";"";"";"";"";"";"";""
"HERNIA DISCAL GRADO II";1;"";"";"";"";"";"";"";""
"HERNIA DISCAL I CERVICAL";1;"";"";"";"";"";"";"";""
"HERNIA DISCAL L4-L5";1;"";"";"";"";"";"";"";""
"HERNIA DISCAL L5";1;"";"";"";"";"";"";"";""
"HERNIA DISCAL L5 S1";1;"";"";"";"";"";"";"";""
"HERNIA DISCAL LUMBAR L4/L5 YL5/SACRA1";1;"";"";"";"";"";"";"";""
"HERNIA DISCALM Y CERVICAL";1;"";"";"";"";"";"";"";""
"DIGESTIVA";1;"";"";"";"";"";"";"";""
"DIJESTIONES LENTAS";1;"";"";"";"";"";"";"";""
"HERNIA FORAMINAL";1;"";"";"";"";"";"";"";""
"HERNIA HIATOS";1;"";"";"";"";"";"";"";""
"HERNIA INGUINAL IZQUIERDA";1;"";"";"";"";"";"";"";""
"HERNIA NO COMPRESIVA. LUMBOCIATICAS DE REPETICION";1;"";"";"";"";"";"";"";""
"HERNIAS CERVICALES";1;"";"";"";"";"";"";"";""
"HERNIAS DE DISCO Y ALTROPATIA EN EL HOMBRO";1;"";"";"";"";"";"";"";""
"HERNIAS,EVENTRACIONES";1;"";"";"";"";"";"";"";""
"HERNIA UMBILICAL";1;"";"";"";"";"";"";"";""
"HERNIDA DISCAL LUMBAR";1;"";"";"";"";"";"";"";""
"HERNIES";1;"";"";"";"";"";"";"";""
"DISPEPSIA OCASIONAL";1;"";"";"";"";"";"";"";""
"HERNIS DE HIATO";1;"";"";"";"";"";"";"";""
"HERPES CORNEAL";1;"";"";"";"";"";"";"";""
"HERPES VAGINAL";1;"";"";"";"";"";"";"";""
"HERPES ZOSTER FACIAL";1;"";"";"";"";"";"";"";""
"HERPEX ZOSTER";1;"";"";"";"";"";"";"";""
"HIDROCEFALIA";1;"";"";"";"";"";"";"";""
"HIERRO BAJO";1;"";"";"";"";"";"";"";""
"PEL CORTISOL";1;"";"";"";"";"";"";"";""
"PEL DOLOR";1;"";"";"";"";"";"";"";""
"PEL DOLOR ARTICULAR";1;"";"";"";"";"";"";"";""
"HIPERCOLESTEROLEMIA FAMILIAR HEREDITARIA";1;"";"";"";"";"";"";"";""
"HIPERERUCEMIA";1;"";"";"";"";"";"";"";""
"ANTICUERPOS ANTITIROIDEOS ALTOS";1;"";"";"";"";"";"";"";""
"DOLER ALS PEUS I TENDO AQUILES";1;"";"";"";"";"";"";"";""
"DOLOR,";1;"";"";"";"";"";"";"";""
"HIPERPARATIROIDISME PRIMARI";1;"";"";"";"";"";"";"";""
"HIPERPARATIROIDISMO SECUNDARIO";1;"";"";"";"";"";"";"";""
"PELS OSSOS.";1;"";"";"";"";"";"";"";""
"PEQUENA DEPRESION";1;"";"";"";"";"";"";"";""
"PEQUENAS AGNEAS";1;"";"";"";"";"";"";"";""
"PER AJUDAR A DORMIR";1;"";"";"";"";"";"";"";""
"PER ANAR A DORMIR";1;"";"";"";"";"";"";"";""
"PER AUGMENTAR EL CALCI";1;"";"";"";"";"";"";"";""
"PER BAIXA DE SERATONINA";1;"";"";"";"";"";"";"";""
"SINROME CAMES INQUIETES";1;"";"";"";"";"";"";"";""
"PER CONTROLAR TICS";1;"";"";"";"";"";"";"";""
"HIPERPROLACTILEMIA";1;"";"";"";"";"";"";"";""
"HIPERQUERATOSIS";1;"";"";"";"";"";"";"";""
"HIPERREACTIVIDAD BRONQUIAL";1;"";"";"";"";"";"";"";""
"HIPERREACTIVITAT BRONQUIAL";1;"";"";"";"";"";"";"";""
"PER DILUIR LA SANG";1;"";"";"";"";"";"";"";""
"PER DOLORS MUSCULARS";1;"";"";"";"";"";"";"";""
"PER  DORMIR";1;"";"";"";"";"";"";"";""
"PER DORMIR, OCASIONALMENT";1;"";"";"";"";"";"";"";""
